MC-ID NO.,Street Name,Location,Village Name,Area,County
,Surfside Lane,Sumter - Unit 126,Mallory Square,6,Sumter
SE 173RD,Surrey Lane,Marion - Unit 213 (Pinecrest Villas),Springdale,4,Marion
,Susan Avenue,VOSO - Unit 735 (Blake Villas),Monarch Grove,12,Sumter
,Sutton Terrace,Sumter - Unit 136,Bonita,7,Sumter
,Swainwood Court,Sumter - Unit 650 (Swainwood Villas),Lynnhaven,5,Sumter
,Swallow Court,Sumter - Unit 168,Pennecamp,8,Sumter
,Swallowtail Terrace,VOF - Unit 627 (Swallowtail Villas),Hammock at Fenney,12,Sumter
,Swansboro Avenue,VOSO - Unit 111 (Richmond Verandas North),Richmond,13,Sumter
,Swansea Terrace,Sumter - Unit 717 (Bonita Villas),Bonita,7,Sumter
,Swaying Palm Court,Sumter - Unit 190 (Osceola Hills @ Lake Deaton),Osceola Hills @ Soaring Eagle Preserve,10,Sumter
,Sweet Bay Trail,VOF - Unit 12,Fenney,12,Sumter
,Sweetgum Street,VOF - Unit 11,Fenney,12,Sumter
,Sweetgum Street,VOF - Unit 624 (Sweetgum Villas),Fenney,12,Sumter
SE 89TH,Sweetwater Terrace,Marion - Mulberry Grove,N/A,MC,Marion
,Swicord Street,VOSO - Unit 66 (Kaolin Villas),Citrus Grove,13,Sumter
,Swordfish Terrace,Sumter - Unit 167,Pennecamp,8,Sumter
SE 77TH,Sycamore Avenue,Marion - Unit 222 (Villas Of Sherwood),Chatham,4,Marion
,Sycamore Avenue,Lake - Unit 3.1B,Silver Lake,LC,Lake
,Sylewood Avenue,Sumter - Unit 196,Charlotte,9,Sumter
SE 168TH,Tailfer Street,Marion - Unit 219 (Quail Ridge Villas),Briar Meadow,4,Marion
,Tain Terrace,VOSO - Unit 117,DeLuna,13,Sumter
,Talapia Loop,Sumter - Unit 121,Sabal Chase,6,Sumter
,Tall Pine Lane,Sumter - Unit 828 (The Cabanas @ Creekside Landing),Bridgeport @ Creekside Landing,8,Sumter
,Tall Trees Lane,Sumter - Unit 101,Tall Trees,6,Sumter
,Talley Ridge Drive,Sumter - Unit 33,Glenbrook,3,Sumter
,Talley Ridge Drive,Sumter - Unit 37,Glenbrook,3,Sumter
,Talley Ridge Drive,Sumter - Unit 39,Glenbrook,3,Sumter
,Tallowtree Drive,Sumter - Unit 146,Duval,7,Sumter
,Tallsman Court,Sumter - Unit 226 (Pinellas @ Evans Prairie),Pinellas,9,Sumter
,Tamarind Grove Run,Villages Of Sumter Throughway,N/A,8,Sumter
,Tamarind Grove Run,Sumter - Unit 159,Tamarind Grove,8,Sumter
,Tamarindo Drive,Sumter - Unit 29,Santiago,2,Sumter
,Tambourine Terrace,Sumter - Unit 968 (Whitney Villas),Dunedin,10,Sumter
,Tammy Lane,VOWL - Unit 52,Newell,14,Lake
,Tampico Place,Sumter - Unit 694 (Villa San Miguel),De La Vista,1,Sumter
,Tangelo Lane,Sumter - Unit 205,Fernandina,9,Sumter
,Tangerine Circle,Lake - Unit 12,Silver Lake,LL,Lake
,Tangerine Drive,Lake - Unit 12,Silver Lake,LL,Lake
,Tanglewood Place,Sumter - Unit 677 (Tanglewood Villas),Sabal Chase,6,Sumter
,Tango Street,Sumter - Unit 217,Hillsborough,10,Sumter
,Tannery Terrace,Sumter - Unit 214,Gilchrist,9,Sumter
,Tanya Terrace,VOWL - Unit 48,Newell,14,Lake
,Taos Way,Sumter - Unit 35,Polo Ridge,3,Sumter
,Tara Terrace,VOWL - Unit 54 (Sadie Villas),Newell,14,Lake
,Tarflower Terrace,Sumter - Unit 202,Dunedin,10,Sumter
,Tarpon Lane,Lake - Unit 12,Silver Lake,LL,Lake
,Tarrson Blvd.,Lake - Unit 3,Silver Lake,LC,Lake
,Tarrson Blvd.,Lake - Unit 3.1B,Silver Lake,LC,Lake
,Tarrson Blvd.,Lake - Unit 4,Silver Lake,LL,Lake
,Tarrson Blvd.,Lake - Unit 5,Silver Lake,LL,Lake
,Tarrson Blvd.,Lake - Unit 6,Silver Lake,LL,Lake
,Tate Gregory Court,VOSO - Unit 730 (Tate Gregory Villas),DeLuna,12,Sumter
,Tate Terrace,VOSO - Unit 89 (Elise Villas),Hawkins,13,Sumter
,Tatman Terrace,VOSO - Unit 719 (Carla Villas),McClure,12,Sumter
,Tatonka Terrace,Buffalo Ridge,N/A,SC,Sumter
,Tatum Terrace,Sumter - Unit 86,Lynnhaven,5,Sumter
,Taylor Lane,Sumter - Unit 94 (Sunset Ridge),Sunset Pointe,5,Sumter
,Teaberry Lane,Sumter - Unit 214,Gilchrist,9,Sumter
,Teakwood Lane,Lake - Unit 1,Orange Blossom Gardens,LC,Lake
,Teasdale Terrace,Sumter - Unit 953 (Sharon Villas),Gilchrist,9,Sumter
,Tega Cay Terrace,Sumter - Unit 124,Largo,6,Sumter
SE 93RD,Tellfier Terrace,Marion - Unit 50,Woodbury,4,Marion
,Tenerife Lane,Sumter - Unit 28,Santiago,2,Sumter
,Tenney Lane,VOF - Unit 4,Fenney,12,Sumter
,Teresa Terrace,VOSO - Unit 52,St. Catherine,13,Sumter
,Teri Terrace,VOSO - Unit 60 (Opal Villas),Bradford,13,Sumter
,Ternberry Forest Drive,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Terrebonne Terrace,Sumter - Unit 84,Ashland,5,Sumter
,Tharp Avenue,District 13 Roadway,N/A,SC,Sumter
,Thayer Terrace,Lake - Unit 104 (Reagan Villas),Pine Ridge,11,Lake
,Theordore Terrace,VOSO - Unit 124 (DeLuna Verandas South),DeLuna,13,Sumter
,Thistle Court,Sumter - Unit 190 (Osceola Hills @ Lake Deaton),Osceola Hills @ Soaring Eagle Preserve,10,Sumter
,Thistledown Way,Sumter - Unit 79,Belvedere,5,Sumter
,Thome Loop,VOSO - Unit 87,Hawkins,13,Sumter
,Thompson Avenue,Sumter - Unit 110,Caroline,6,Sumter
,Thornberry Avenue,Sumter - Unit 146,Duval,7,Sumter
,Thornburg Trail,VOSO - Unit 23,Marsh Bend,12,Sumter
,Thorncrest Drive,Sumter - Unit 67,Summerhill,3,Sumter
,Thorne Path,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
SE 81ST,Thornehill Avenue,Marion - Unit 60,Chatham,4,Marion
,Thornton Terrace,Sumter - Unit 235 (Broyhill Villas),Bonnybrook,5,Sumter
,Thunder Court,VOWL - Unit 44,Newell,14,Lake
,Thunderbird Way,Sumter - Unit 208,Fernandina,9,Sumter
,Thurmond Avenue,Sumter - Unit 654 (Mount Vernon Villas),Liberty Park,5,Sumter
,Tia Terrace,VOWL - Unit 61 (Sherman Villas),Lake Denham,14,Lake
,Tidewater Terrace,Sumter - Unit 91,Sunset Pointe,5,Sumter
,Tiedemann Loop,VOSO - Unit 132 (DeLuna Verandas North),DeLuna,13,Sumter
,Tiffany Terrace,VOSO - Unit 100 (Elin Villas),St. Johns,13,Sumter
,Tillman Terrace,Sumter - Unit 652 (Southern Oak Villas),Lynnhaven,5,Sumter
SE 73RD,Tim Terrace,Marion - Unit 233 (Soulliere Villas),Chatham at Soulliere,4,Marion
,Timber Terrace,Sumter - Unit 202,Dunedin,10,Sumter
SE 81ST,Timberwood Terrace,Marion - Unit 66,Piedmont,4,Marion
,Timmonsville Way,Sumter - Unit 116,Mallory Square,6,Sumter
,Timon Street,VOSO - Unit 212 (Walker Villas),Moultrie Creek,15,Sumter
,Tina Street,VOWL - Unit 56,Lake Denham,14,Lake
,Tinsley Terrace,VOSO - Unit 93 (Kaden Villas),Hawkins,13,Sumter
,Tipton Lane,Sumter - Unit 941 (Barrineau Villas),Fernandina,9,Sumter
,Tisbury Avenue,Sumter - Unit 219,Hillsborough,10,Sumter
,Tisot Way,Lake - Unit 26,Pine Ridge,11,Lake
,Todd Court,VOSO - Unit 95 (Boaz Villas),St. Johns,13,Sumter
,Tolleson Trail,Sumter - Unit 966 (Antrim Dells),Collier @ Antrim Dells,10,Sumter
,Tompkins Street,VOSO - Unit 67 (Kayla Villas),Citrus Grove,13,Sumter
,Tooke Terrace,VOSO - Unit 66 (Kaolin Villas),Citrus Grove,13,Sumter
,Topping Terrace,VOSO - Unit 99,St. Johns,13,Sumter
,Toquero Street,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Torch Lake Drive,Brownwood,N/A,SC,Sumter
,Torch Point Lane,Sumter - Unit 973 (Atwood Bungalows),Collier at Atwood Bungalows,9,Sumter
,Torres Place,Lake - Unit 17B,Mira Mesa,LL,Lake
,Torrey Pines Drive,Lake - Unit 9,Country Club,LL,Lake
,Torri Terrace,VOSO - Unit 213 (Matthew Villas),Moultrie Creek,15,Sumter
,Totten Street,VOSO - Unit 58,Citrus Grove,13,Sumter
,Touchette Terrace,VOSO - Unit 36,Monarch Grove,12,Sumter
,Touchstone Terrace,Sumter - Unit 212,Gilchrist,9,Sumter
,Towana Loop,VOSO - Unit 112,Richmond,13,Sumter
,Townsend Terrace,Sumter - Unit 71,Winifred,5,Sumter
,Trabucco Terrace,VOSO - Unit 74,Citrus Grove,13,Sumter
,Tracy Drive,Lake - Unit 6,Silver Lake,LL,Lake
,Trailwinds Terrace,Sumter - Unit 825 (Southern Star Villas),Tamarind Grove,8,Sumter
,Tranquility Lane,Sumter - Unit 814 (Fairwinds Villas),St. James,8,Sumter
,Trappers Court,Sumter - Unit 965 (Pensacola Villas),Dunedin,10,Sumter
,Travelers Rest Court,Sumter - Unit 126,Mallory Square,6,Sumter
,Traverse Trail,Grand Traverse Plaza,N/A,SC,Sumter
,Travis Place,Sumter - Unit 703 (Crestwood Villas),Duval,7,Sumter
,Treadwell Terrace,Sumter - Unit 70,Winifred,5,Sumter
,Treeline Place,Sumter - Unit 218,Lake Deaton,10,Sumter
,Trellis Lane,Sumter - Unit 96,Liberty Park,5,Sumter
SE 177TH,Tremont Street,Marion - Unit 216 (Villas Of Chadwick),Piedmont,4,Marion
,Trenton Lane,Sumter - Unit 672 (Alexa Villas),Mallory Square,6,Sumter
,Trevino Terrace,Sumter - Unit 694 (Villa San Miguel),De La Vista,1,Sumter
,Trifu Terrace,VOSO - Unit 77,Cason Hammock,13,Sumter
,Triggerfish Run,Sumter - Unit 164,Buttonwood,8,Sumter
,Triggerfish Run,Sumter - Unit 167,Pennecamp,8,Sumter
,Trillium Ridge,Lofts at Brownwood,N/A,SC,Sumter
,Trimarche Terrace,VOSO - Unit 736 (Lilly Villas),Monarch Grove,12,Sumter
,Trinidad Court,Sumter - Unit 27,Santiago,2,Sumter
SE 168TH,Trinity Place,Marion - Unit 54,Briar Meadow,4,Marion
,Tripp Terrace,VOSO - Unit 71,Citrus Grove,13,Sumter
,Triton Court,Sumter - Unit 223,Collier,10,Sumter
,Trongon Terrace,VOSO - Unit 732 (Preston Villas),Linden,12,Sumter
,Tropical Terrace,Sumter - Unit 189,Osceola Hills @ Soaring Eagle Preserve,10,Sumter
,Trout Court,Sumter - Unit 167,Pennecamp,8,Sumter
,Troy Loop,Sumter - Unit 116,Mallory Square,6,Sumter
,Trudy Terrace,VOWL - Unit 70 (Morgan Villas),Lake Denham,14,Lake
,Trujillo Street,VOSO - Unit 718 (Keller Villas),McClure,12,Sumter
,Trulli Terrace,VOSO - Unit 726 (Cade Villas),Marsh Bend,12,Sumter
,Truluck Place,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Truman Avenue,Lake - Unit 3,Silver Lake,LC,Lake
,Truman Avenue,Lake - Unit 3.1B,Silver Lake,LC,Lake
SE 88TH,Trumbull Terrace,Marion - Unit 54,Briar Meadow,4,Marion
,Trumpet Vine Place,VOF - Unit 3,Fenney,12,Sumter
,Trundle Terrace,VOWL - Unit 73,Dabney,14,Lake
,Trussler Terrace,Lake - Unit 36,Pine Ridge,11,Lake
,Tucson Trail,VOWL - Unit 66,Lake Denham,14,Lake
,Tudor Terrace,Sumter - Unit 233,Lake Deaton,10,Sumter
,Tufts Terrace,Sumter - Unit 960 (Pineland Villas),Lake Deaton,10,Sumter
,Tulip Terrace,Sumter - Unit 202,Dunedin,10,Sumter
,Tupelo Terrace,VOF - Unit 620 (Tupelo Villas),Desoto,12,Sumter
,Tupper Court,VOSO - Unit 79,Hawkins,13,Sumter
,Turbeville Terrace,Sumter - Unit 122,Largo,6,Sumter
,Turkey Lane,Sumter - Unit 187,Labelle,10,Sumter
,Turnberry Lane,Lake - Unit 10,Orange Blossom Gardens,LL,Lake
,Turnberry Lane,Lake - Unit 12,Silver Lake,LL,Lake
SE 80TH,Turnbull Court,Marion - Unit 60,Chatham,4,Marion
,Turner Terrace,VOSO - Unit 90 (Alaura Villas),Hawkins,13,Sumter
,Turtle Street,Sumter - Unit 187,Labelle,10,Sumter
SE 168TH,Turtlecreek Street,Marion - Unit 224 (Villas Of Morningview),Calumet Grove,4,Marion
,Tuscaloosa Path,Sumter - Unit 193,Osceola Hills,10,Sumter
,Tuscaloosa Path,Sumter - Unit 195,Osceola Hills,10,Sumter
,Tutt Place,Sumter - Unit 972 (Clifford Villas),Sanibel,9,Sumter
,Tweedle Terrace,VOSO - Unit 25,Marsh Bend,12,Sumter
SE 169TH,Tweedside Loop,Marion - Unit 224 (Villas Of Morningview),Calumet Grove,4,Marion
,Twig Terrace,Sumter - Unit 961 (Kelsea Villas),Dunedin,10,Sumter
,Twilight Place,Sumter - Unit 187,Labelle,10,Sumter
,Twinkle Circle,Sumter - Unit 192,Osceola Hills,10,Sumter
,Twisted Oak Way,Sumter - Unit 177,Sanibel,9,Sumter
SE 175TH,Tybee Street,Marion - Unit 217 (Villas Of Waverly),Piedmont,4,Marion
,Tynte Terrace,Sumter - Unit 101,Tall Trees,6,Sumter
,Ukulele Street,Sumter - Unit 968 (Whitney Villas),Dunedin,10,Sumter
,Ulelah Street,Sumter - Unit 196,Charlotte,9,Sumter
,Ulmer Terrace,Sumter - Unit 675 (Natalie Villas),Mallory Square,6,Sumter
,Ultra Court,Sumter - Unit 217,Hillsborough,10,Sumter
,Umatilla Way,Sumter - Unit 234,Lake Deaton,10,Sumter
,Umbrella Loop,Sumter - Unit 192,Osceola Hills,10,Sumter
,Umland Lane,VOSO - Unit 49,St. Catherine,13,Sumter
,Underbrush Trail,Sumter - Unit 218,Lake Deaton,10,Sumter
,Underbrush Trail,Sumter - Unit 236H,Lake Deaton,10,Sumter
,Underhill Court,Sumter - Unit 232,Collier,10,Sumter
,Underpar Lane,Sumter - Unit 188 (Hyde Park),Charlotte,10,Sumter
,Underwood Street,Sumter - Unit 234,Lake Deaton,10,Sumter
,Unger Court,VOF - Unit 620 (Tupelo Villas),Desoto,12,Sumter
,Unicorn Lane,Sumter - Unit 192,Osceola Hills,10,Sumter
,Union Place,Sumter - Unit 95,Poinciana,5,Sumter
,Unique Street,Sumter - Unit 234,Lake Deaton,10,Sumter
,Unity Terrace,Sumter - Unit 133,Hadley,7,Sumter
,Universal Avenue,Sumter - Unit 958 (Callahan Villas),Osceola Hills,10,Sumter
,Upland Place,Sumter - Unit 168,Pennecamp,8,Sumter
,Upper Elmwood Place,Sumter - Unit 159,Tamarind Grove,8,Sumter
,Upton Street,Sumter - Unit 951 (Perdido Villas),Pinellas,9,Sumter
,Urbane Place,Sumter - Unit 960 (Pineland Villas),Lake Deaton,10,Sumter
,Useppa Oaks Lane,Sumter - Unit 224,Pinellas,9,Sumter
,Usher Place,Sumter - Unit 233,Lake Deaton,10,Sumter
,Usrey Court,VOWL - Unit 44,Newell,14,Lake
,Utica Way,Sumter - Unit 650 (Swainwood Villas),Lynnhaven,5,Sumter
,Utopia Place,Sumter - Unit 221,Hillsborough,10,Sumter
,Vagabond Street,Sumter - Unit 958 (Callahan Villas),Osceola Hills,10,Sumter
,Vail Court,Sumter - Unit 967 (Ventura Villas),Hillsborough,10,Sumter
,Valencia Place,Lake - Unit 17A,Mira Mesa,LL,Lake
,Valente Court,VOSO - Unit 138 (Bamboo Villas),Hammock at Fenney,13,Sumter
,Valentine Avenue,Sumter - Unit 193,Osceola Hills,10,Sumter
,Valentine Avenue,Sumter - Unit 195,Osceola Hills,10,Sumter
,Valiant Court,Sumter - Unit 219,Hillsborough,10,Sumter
,Valley Falls Way,Sumter - Unit 676 (Hampton Villas),Sabal Chase,6,Sumter
,Valley Oak Street,Sumter - Unit 163,Buttonwood,8,Sumter
,Valleybrook Way,Sumter - Unit 202,Dunedin,10,Sumter
,Valmont Lane,Sumter - Unit 236H,Lake Deaton,10,Sumter
,Valor Court,Sumter - Unit 160,Tamarind Grove,8,Sumter
,Valparaiso Street,Sumter - Unit 30,Santiago,2,Sumter
,Valverda Drive,Sumter - Unit 637 (Ezell Villas),Bonnybrook,5,Sumter
,Van Buren Way,Sumter - Unit 95,Poinciana,5,Sumter
,Van Deen Place,VOWL - Unit 82 (Maddie Villas),Dabney,14,Lake
,Van Patten Place,Sumter - Unit 828 (The Cabanas @ Creekside Landing),Bridgeport @ Creekside Landing,8,Sumter
,Van Winkle Terrace,VOSO - Unit 720 (Haven Villas),McClure,12,Sumter
,VanBeck Circle,VOWL - Unit 44,Newell,14,Lake
,VanBeck Circle,VOWL - Unit 48,Newell,14,Lake
,Vance Trail,Sumter - Unit 125,Caroline,6,Sumter
,Vanceboro Court,Sumter - Unit 205,Fernandina,9,Sumter
,Vandam Street,Sumter - Unit 91,Sunset Pointe,5,Sumter
,Vandemark Street,VOSO - Unit 41,Monarch Grove,12,Sumter
,Vandenberg Court,Sumter - Unit 178,Sanibel,9,Sumter
,Vanilla Leaf Place,Sumter - Unit 177,Sanibel,9,Sumter
,Vantage Court,Sumter - Unit 193,Osceola Hills,10,Sumter
,Vapor Court,Sumter - Unit 192,Osceola Hills,10,Sumter
,Vapor Court,Sumter - Unit 193,Osceola Hills,10,Sumter
,Varnville Way,Sumter - Unit 669 (Emmalee Villas),Mallory Square,6,Sumter
,Vasquez Avenue,Lake - Unit 105 (Leo Villas),Pine Ridge,11,Lake
,Vassar Lane,Sumter - Unit 808 (Biscayne Villas),Tamarind Grove,8,Sumter
,Vaughn Way,Lake - Unit 33,Pine Hills,11,Lake
SE 88TH,Velerst Avenue,Marion - Unit 54,Briar Meadow,4,Marion
,Veltre Way,Lake - Unit 34,Pine Hills,11,Lake
,Velvet Place,Sumter - Unit 193,Osceola Hills,10,Sumter
,Venable Court,VOSO - Unit 114 (Oliver Villas),Richmond,13,Sumter
,Venetian Lane,Sumter - Unit 957 (Belle Glade Villas),Osceola Hills,10,Sumter
,Venice Court,Sumter - Unit 41,Belle Aire,3,Sumter
,Ventura Court,Lake - Unit 17A,Mira Mesa,LL,Lake
,Ventura Drive,Lake - Unit 22,La Reynalda,LL,Lake
,Ventura Drive,Lake - Unit 17A,Mira Mesa,LL,Lake
,Ventura Drive,Lake - Unit 17B,Mira Mesa,LL,Lake
,Ventura Drive,Lake - Unit 21,Mira Mesa,LL,Lake
,Veranda Place,Sumter - Unit 946 (Eleanor Villas),Pinellas,9,Sumter
,Veri Loop,VOSO - Unit 205,Moultrie Creek,15,Sumter
,Verlander Street,VOWL - Unit 83 (Dabney Verandas East),Dabney,14,Lake
,Vermont Avenue,Lake - Unit 1,Orange Blossom Gardens,LC,Lake
,Vermont Avenue,Lake - Unit 2,Orange Blossom Gardens,LC,Lake
,Veronica Court,VOWL - Unit 72,Lake Denham,14,Lake
,Vertex Court,Sumter - Unit 220,Hillsborough,10,Sumter
,Vertigo Lane,Sumter - Unit 193,Osceola Hills,10,Sumter
,Vestridge Avenue,Sumter - Unit 963 (Melbourne Villas),Collier,10,Sumter
,Vibrant Lane,Sumter - Unit 189,Osceola Hills @ Soaring Eagle Preserve,10,Sumter
,Viceroy Court,Sumter - Unit 231,Collier,10,Sumter
,Vickers Place,Sumter - Unit 225,Pinellas,9,Sumter
,Vicksburg Avenue,Sumter - Unit 214,Gilchrist,9,Sumter
,Victor Court,VOSO - Unit 31,DeLuna,12,Sumter
SE 171ST,Victoria Lane,Marion - Unit 223 (Villas Of Cameron),Calumet Grove,4,Marion
,Victory Drive,Sumter - Unit 192,Osceola Hills,10,Sumter
,Victory Drive,Sumter - Unit 193,Osceola Hills,10,Sumter
,Vidalia Place,Sumter - Unit 716 (Keystone Villas),Hadley,7,Sumter
,View Path,Sumter - Unit 189,Osceola Hills @ Soaring Eagle Preserve,10,Sumter
SE 169TH,Viewmont Lane,Marion - Unit 220 (Villas Of Sunnyside),Woodbury,4,Marion
,Viewpoint Terrace,Sumter - Unit 168,Pennecamp,8,Sumter
,Viking Place,Sumter - Unit 192,Osceola Hills,10,Sumter
,Village Campus Circle,Buffalo Ridge,N/A,SC,Sumter
,Village Campus Circle,The Villages Charter School,N/A,SC,Sumter
,Village Parkway,Spanish Plaines,N/A,SC,Sumter
,Villita Lane,Sumter - Unit 693 (Villa Valdez),De La Vista,1,Sumter
,Vinas Place,VOF - Unit 626 (Palmetto Villas),Hammock at Fenney,12,Sumter
SE 93RD,Vine Avenue,Marion - Unit 213 (Pinecrest Villas),Springdale,4,Marion
,Vineland Avenue,Sumter - Unit 218,Lake Deaton,10,Sumter
,Vinewood Avenue,Sumter - Unit 806 (Azalea Villas),Pennecamp,8,Sumter
,Vineyard Drive,Sumter - Unit 184,Labelle,10,Sumter
,Vineyard Drive,Sumter - Unit 185,Labelle,10,Sumter
,Vintage Place,Sumter - Unit 223,Collier,10,Sumter
,Viola Court,Sumter - Unit 203,Dunedin,10,Sumter
,Viola Court,Sumter - Unit 203,Dunedin,10,Sumter
,Viola Court,Sumter - Unit 962 (Leyton Villas),Dunedin,10,Sumter
,Violet Court,Sumter - Unit 800 (Anita Villas),Bonita,7,Sumter
,Virgil Place,VOSO - Unit 93 (Kaden Villas),Hawkins,13,Sumter
,Virginia Drive,Sumter - Unit 667 (Virginia Vine Villas),Virginia Trace,6,Sumter
,Viscaya Court,Sumter - Unit 964 (New Haven Villas),Hillsborough,10,Sumter
,Vision Court,Sumter - Unit 221,Hillsborough,10,Sumter
,Vision Court,Sumter - Unit 233,Lake Deaton,10,Sumter
,Vista Court,Lake - Unit 16,El Cortez,LL,Lake
,Vista Lago Place,Town Center,Hacienda,LL,Lake
,Vista Place,Lake - Unit 16,El Cortez,LL,Lake
,Vivienne Drive,Lake Deaton Plaza,N/A,SC,Sumter
,Wabash Court,Sumter - Unit 191,Osceola Hills,10,Sumter
,Wade Hampton Place,Sumter - Unit 126,Mallory Square,6,Sumter
,Wade Meadow Lane,Sumter - Unit 812 (Crestview Villas),Buttonwood,8,Sumter
,Wade Terrace,VOF - Unit 624 (Sweetgum Villas),Fenney,12,Sumter
,Wading Heron Way,Sumter - Unit 235H (Heathrow @ Lake Deaton Preserve),Lake Deaton,10,Sumter
,Wake Forest Lane,Sumter - Unit 174,Bridgeport @ Laurel Valley,8,Sumter
,Wakefield Terrace,Sumter - Unit 239 (Clifton Villas),Bonnybrook,5,Sumter
,Walden Way,Sumter - Unit 70,Winifred,5,Sumter
,Waldo Terrace,Sumter - Unit 962 (Leyton Villas),Dunedin,10,Sumter
,Wales Plaza,Lake - Unit 1,Orange Blossom Gardens,LC,Lake
,Walhalla Way,Sumter - Unit 123,Largo,6,Sumter
,Walker Loop,Sumter - Unit 34,Polo Ridge,3,Sumter
,Walmer Lane,VOSO - Unit 211,Moultrie Creek,15,Sumter
,Walnut Way,Sumter - Unit 237,Dunedin,10,Sumter
,Walsh Lane,VOWL - Unit 70 (Morgan Villas),Lake Denham,14,Lake
,Walterboro Lane,Sumter - Unit 145,Duval,7,Sumter
,Walters Court,VOSO - Unit 65 (Peyton Villas),St. Catherine,13,Sumter
,Warbler Loop,VOF - Unit 1,Fenney,12,Sumter
,Ward Court,Sumter - Unit 116,Mallory Square,6,Sumter
,Ware Way,VOSO - Unit 46,Bradford,13,Sumter
,Ware Way,VOSO - Unit 47,Bradford,13,Sumter
,Warnell Lane,VOSO - Unit 122 (Warnell Villas),DeLuna,13,Sumter
,Warnock Road,Villages Of Sumter Throughway,N/A,10,Sumter
,Wartinbee Lane,Sumter - Unit 972 (Clifford Villas),Sanibel,9,Sumter
,Warwick Place,Sumter - Unit 231,Collier,10,Sumter
,Watch Hill Street,Sumter - Unit 194,Osceola Hills,10,Sumter
,Water Tower Circle,Lake - Unit 7,Country Club,LL,Lake
,Waterbury Place,Sumter - Unit 953 (Sharon Villas),Gilchrist,9,Sumter
,Watercress Street,Sumter - Unit 193,Osceola Hills,10,Sumter
,Waterlily Avenue,Sumter - Unit 202,Dunedin,10,Sumter
,Waterloo Way,Sumter - Unit 124,Largo,6,Sumter
,Waterman Way,VOSO - Unit 49,St. Catherine,13,Sumter
,Watson Terrace,Sumter - Unit 658 (Bailey Ridge Villas),Poinciana,5,Sumter
,Watts Mill Way,Sumter - Unit 701 (Oleander Villas),Sabal Chase,6,Sumter
,Wax Berry Court,Sumter - Unit 236H,Lake Deaton,10,Sumter
,Waxman Drive,The Villages Grown,N/A,SC,Sumter
,Waycross Place,VOSO - Unit 94,Hawkins,13,Sumter
,Wayland Street,Sumter - Unit 811 (Cottonwood Villas),Tamarind Grove,8,Sumter
SE 172ND,Wayside Place,Marion - Unit 215 (Ivystone Villas),Woodbury,4,Marion
,Weaton Court,Sumter - Unit 37,Glenbrook,3,Sumter
,Weaver Avenue,VOSO - Unit 725 (Ryan Villas),Marsh Bend,12,Sumter
,Webb Way,Lake - Unit 6,Silver Lake,LL,Lake
,Weber Court,VOSO - Unit 721 (Laine Villas),McClure,12,Sumter
,Webster Way,Lake - Unit 36,Pine Ridge,11,Lake
,Wedgewood Lane,Buffalo Ridge,N/A,SC,Sumter
,Wedgewood Lane,Southern Trace Comm. Area,N/A,SC,Sumter
,Weeping Willow Ave.,Lake - Unit 3,Silver Lake,LC,Lake
,Weeping Willow Ave.,Lake - Unit 3.1B,Silver Lake,LC,Lake
,Weinsheimer Court,VOSO - Unit 28,Marsh Bend,12,Sumter
,Wekiva Street,Sumter - Unit 957 (Belle Glade Villas),Osceola Hills,10,Sumter
,Welcome Way,Sumter - Unit 101,Tall Trees,6,Sumter
,Welcome Way,Sumter - Unit 104,Tall Trees,6,Sumter
,Wellesly Place,Sumter - Unit 175,Sanibel,9,Sumter
,Wellford Way,Sumter - Unit 117,Mallory Square,6,Sumter
,Wellman Way,VOWL - Unit 71 (Annison Villas),Lake Denham,14,Lake
,Wendy Way,VOWL - Unit 56,Lake Denham,14,Lake
,Wenk Place,VOSO - Unit 138 (Bamboo Villas),Hammock at Fenney,13,Sumter
,Wentrop Avenue,Sumter - Unit 232,Collier,10,Sumter
,Wentworth Lane,Sumter - Unit 223,Collier,10,Sumter
,Werdebaugh Way,VOSO - Unit 23,Marsh Bend,12,Sumter
SE 179TH,Wesley Street,Marion - Unit 47,Springdale,4,Marion
,West Boone Court,Lake - Unit 13,Country Club,LL,Lake
,West Boone Court,Lake - Unit 7,Country Club,LL,Lake
,West Schwartz Blvd.,Lake - Unit 13,Country Club,LL,Lake
,West Schwartz Blvd.,Lake - Unit 7,Country Club,LL,Lake
,West Schwartz Blvd.,Lake - Unit 8,Country Club,LL,Lake
,West Street,Lake - Unit 89 (Oak Meadows - First Addition),Oak Meadows,LL,Lake
,West Street,Lake - Unit 89 (Oak Meadows),Oak Meadows,LL,Lake
,Westchester Way,Sumter - Unit 99,Poinciana,5,Sumter
,Westminster Court,Sumter - Unit 126,Mallory Square,6,Sumter
,Westmont Place,Sumter - Unit 37,Glenbrook,3,Sumter
,Westmoreland Loop,Sumter - Unit 142,Duval,7,Sumter
,Weston Manor Drive,Sumter - Unit 74,Bonnybrook,5,Sumter
,Westover Way,Sumter - Unit 238 (Inglewood Villas),Bonnybrook,5,Sumter
